,ip,tcm_id,response,xd
6804,21233638,tcm:526-782343,0,04-25
17929,23258198,tcm:526-22867,0,09-26
8347,10206289,tcm:526-418532,0,02-27
7178,76211060,tcm:526-191289,0,06-26
77124,50079080,tcm:526-13782,0,07-24
5435,4258605,tcm:526-93195,0,05-30
65514,6091671,tcm:526-654768,0,03-27
71576,67422918,tcm:526-681575,1,03-27
42862,18557857,tcm:526-704480,0,08-28
61626,25659081,tcm:526-208086,0,09-26
41855,21717468,tcm:526-10849,0,09-26
75328,49483396,tcm:526-385364,0,01-30
11886,42441995,tcm:526-346380,0,01-30
34274,61258577,tcm:526-10838,0,08-28
77976,58147318,tcm:526-258965,0,09-26
62649,18188057,tcm:526-261006,0,01-30
64255,45246584,tcm:526-93195,0,05-30
44942,85962128,tcm:526-208086,0,05-30
21617,47363125,tcm:526-231792,0,10-30
13720,50153164,tcm:526-18025,0,10-30
46595,67083044,tcm:526-208086,0,10-30
9692,67108585,tcm:526-654768,0,03-27
55076,90729783,tcm:526-224772,0,02-27
48446,28358590,tcm:526-40469,1,07-24
78978,63711636,tcm:526-239640,0,07-24
1583,50953371,tcm:526-655038,0,01-30
75713,10792231,tcm:526-13782,0,07-24
55069,90729783,tcm:526-653510,0,05-30
78186,82748107,tcm:526-12174,0,04-25
8009,430968,tcm:526-688510,0,05-30
80257,53941308,tcm:526-704480,0,08-28
18721,98943563,tcm:526-22867,0,09-26
24833,64153606,tcm:526-18025,0,10-30
24007,61880277,tcm:526-231792,0,10-30
15588,38842860,tcm:526-16645,0,06-26
5899,28794745,tcm:526-209216,0,01-30
28275,1129968,tcm:526-712788,1,06-26
47860,44368350,tcm:526-695181,0,07-24
6377,31574728,tcm:526-418532,0,02-27
77989,3841728,tcm:526-655038,0,01-30
50825,51105107,tcm:526-208086,1,06-26
38511,84745535,tcm:526-237984,1,06-26
70195,64576502,tcm:526-258965,0,09-26
49282,9696139,tcm:526-12174,0,08-28
8135,52923688,tcm:526-12174,1,05-30
75843,53038432,tcm:526-244935,0,06-26
47371,50418003,tcm:526-93195,0,05-30
31624,7174105,tcm:526-12174,0,06-26
50068,60301491,tcm:526-70899,0,04-25
53205,92796413,tcm:526-208086,0,06-26
42330,75667100,tcm:526-12174,0,10-30
51763,80292489,tcm:526-116442,0,05-30
11673,81545222,tcm:526-16645,0,06-26
62549,2570506,tcm:526-204679,0,01-30
66531,83679709,tcm:526-209216,0,01-30
61331,66779764,tcm:526-153236,0,10-30
12012,72537697,tcm:526-40469,0,07-24
12466,48425803,tcm:526-681575,0,03-27
34881,94430768,tcm:526-209028,0,01-30
55464,22922706,tcm:526-12174,0,09-26
69891,28892724,tcm:526-22867,0,09-26
17297,78096349,tcm:526-22867,0,10-30
45508,5607561,tcm:526-239640,0,07-24
76606,59468192,tcm:526-10849,0,09-26
32785,75532794,tcm:526-418532,0,02-27
58061,17940401,tcm:526-704480,0,08-28
49336,9696139,tcm:526-10838,1,09-26
30157,34021775,tcm:526-208086,0,05-30
18468,55499139,tcm:526-149043,0,05-30
21657,47363125,tcm:526-276414,0,02-27
45741,70364906,tcm:526-187302,1,02-27
72829,52974269,tcm:526-208086,0,10-30
15764,69440279,tcm:526-684643,0,04-25
13021,741338,tcm:526-258965,0,09-26
69600,25589719,tcm:526-681575,0,03-27
44479,79239970,tcm:526-93195,1,04-25
82,95354290,tcm:526-249037,0,04-25
68889,70581584,tcm:526-385364,0,01-30
14585,1796062,tcm:526-209216,0,01-30
67367,35474446,tcm:526-259315,0,10-30
51508,59778240,tcm:526-12167,0,09-26
19556,70342129,tcm:526-116442,0,10-30
59631,38354020,tcm:526-12174,0,04-25
21733,86198160,tcm:526-40469,0,07-24
58688,70527327,tcm:526-12174,0,10-30
26129,11847682,tcm:526-199040,0,08-28
52013,46360634,tcm:526-191289,0,06-26
11469,30211627,tcm:526-695181,1,07-24
51590,16217778,tcm:526-10838,0,09-26
40671,26850589,tcm:526-18025,0,10-30
24190,85584686,tcm:526-259315,0,10-30
50466,63474557,tcm:526-209216,0,01-30
10321,45511368,tcm:526-191289,1,06-26
46044,83545651,tcm:526-209028,0,01-30
20038,15803926,tcm:526-208086,0,09-26
61751,39035769,tcm:526-551763,1,02-27
57127,38665468,tcm:526-116442,0,10-30
47826,98635441,tcm:526-116442,0,10-30
380,21638664,tcm:526-259315,0,10-30
32460,95406142,tcm:526-385364,1,01-30
43535,66357347,tcm:526-228258,0,02-27
3300,55952345,tcm:526-149043,0,06-26
15569,38842860,tcm:526-208086,0,07-24
47096,50550868,tcm:526-10787,0,02-27
63209,52303329,tcm:526-46242,0,05-30
3846,24600825,tcm:526-80807,0,03-27
60488,87524635,tcm:526-93195,0,05-30
58712,70527327,tcm:526-208086,0,05-30
55717,33850801,tcm:526-16645,0,07-24
811,52856695,tcm:526-191289,0,06-26
66052,46374817,tcm:526-164352,0,05-30
2468,88216067,tcm:526-12174,0,08-28
23673,45384584,tcm:526-13782,0,08-28
54448,82703024,tcm:526-682576,0,03-27
40656,26850589,tcm:526-276414,0,02-27
19372,62091486,tcm:526-70899,0,04-25
6533,29923938,tcm:526-187302,0,02-27
50005,60301491,tcm:526-237984,0,06-26
36288,24516021,tcm:526-551763,1,02-27
38091,59563667,tcm:526-22867,0,08-28
58782,25651523,tcm:526-654768,0,03-27
42324,75667100,tcm:526-208086,0,07-24
3819,46970339,tcm:526-13782,0,07-24
39065,8082604,tcm:526-418532,0,02-27
67188,63317835,tcm:526-16645,0,07-24
79489,81073465,tcm:526-46242,0,05-30
47760,30700990,tcm:526-10787,1,02-27
24767,54746273,tcm:526-10838,0,08-28
72849,52974269,tcm:526-187302,0,02-27
33689,79453403,tcm:526-204679,0,01-30
43733,9542078,tcm:526-18025,1,10-30
41606,27848118,tcm:526-656536,0,04-25
7128,26211712,tcm:526-93195,1,04-25
24001,61880277,tcm:526-18025,0,10-30
57044,27860691,tcm:526-653510,0,06-26
37989,9568870,tcm:526-10838,0,08-28
9875,40477082,tcm:526-653510,0,06-26
27512,90685835,tcm:526-208086,0,03-27
65900,48760448,tcm:526-10849,0,09-26
2034,49237189,tcm:526-22867,0,09-26
9838,40477082,tcm:526-276414,0,02-27
76604,59468192,tcm:526-12167,0,09-26
63280,84468148,tcm:526-346380,0,01-30
16703,70986568,tcm:526-782343,0,04-25
73752,46878913,tcm:526-653510,0,07-24
46343,15566023,tcm:526-116442,0,05-30
60615,58252326,tcm:526-22867,1,09-26
50268,75820796,tcm:526-249037,0,04-25
685,56395953,tcm:526-52560,0,02-27
78622,31712138,tcm:526-116442,0,05-30
41053,1663367,tcm:526-208086,0,07-24
7568,8703081,tcm:526-388698,1,04-25
48693,14394841,tcm:526-209028,0,01-30
64291,19578578,tcm:526-653510,0,06-26
36544,80736166,tcm:526-655038,0,01-30
26226,59258749,tcm:526-52560,0,02-27
30779,68235149,tcm:526-22867,1,08-28
52615,35538722,tcm:526-116442,0,08-28
67182,63317835,tcm:526-12174,0,07-24
38447,60544241,tcm:526-208086,0,06-26
26300,78210452,tcm:526-418532,0,02-27
57215,2853693,tcm:526-22867,0,09-26
56582,96317245,tcm:526-13782,1,07-24
20825,6022173,tcm:526-116442,0,05-30
62926,26442530,tcm:526-10838,0,09-26
7947,3769421,tcm:526-208086,0,09-26
49252,77071928,tcm:526-712788,0,06-26
49760,78948207,tcm:526-199040,0,08-28
12382,67272509,tcm:526-18025,0,10-30
48710,14394841,tcm:526-208086,0,09-26
11840,42441995,tcm:526-208086,0,03-27
7205,76211060,tcm:526-80807,0,03-27
31057,21616800,tcm:526-239640,0,07-24
38756,76414346,tcm:526-208086,0,07-24
8731,60159401,tcm:526-187302,0,02-27
76521,82988206,tcm:526-10838,0,09-26
78145,51332454,tcm:526-682379,0,06-26
75930,92051010,tcm:526-418532,1,02-27
15646,716620,tcm:526-653510,0,05-30
25057,17639664,tcm:526-12174,0,04-25
11010,61808163,tcm:526-12167,0,09-26
34001,21036894,tcm:526-688510,0,05-30
18834,86946414,tcm:526-149043,0,05-30
17142,18163320,tcm:526-116442,0,05-30
35971,28921013,tcm:526-712788,0,06-26
67151,63317835,tcm:526-684643,0,04-25
20447,28433552,tcm:526-228258,0,02-27
24993,17639664,tcm:526-12174,0,08-28
7402,87033831,tcm:526-116442,0,09-26
72429,52316037,tcm:526-346380,0,01-30
43526,66357347,tcm:526-18025,0,10-30
52949,88547243,tcm:526-682576,0,03-27
45045,73759558,tcm:526-40469,0,07-24
34240,61258577,tcm:526-258965,0,09-26
61702,39035769,tcm:526-12174,0,09-26
63900,19537750,tcm:526-12174,0,04-25
30077,1836219,tcm:526-10838,0,09-26
5190,58959607,tcm:526-204679,0,01-30
4509,92533855,tcm:526-52560,0,02-27
32126,25111807,tcm:526-674187,1,03-27
12551,2884473,tcm:526-346380,0,01-30
53321,97981409,tcm:526-116442,0,08-28
59880,16565679,tcm:526-224772,0,02-27
32040,75566156,tcm:526-654768,0,03-27
37758,86090911,tcm:526-653510,0,07-24
46616,67083044,tcm:526-684643,0,04-25
10970,61808163,tcm:526-164352,0,05-30
64363,19578578,tcm:526-12174,0,07-24
52608,35538722,tcm:526-10849,0,09-26
44064,91032494,tcm:526-13782,0,08-28
67780,39985342,tcm:526-208086,0,04-25
55800,63118134,tcm:526-682576,0,03-27
49464,39291877,tcm:526-653510,0,06-26
54377,54956246,tcm:526-259315,0,10-30
22794,96393018,tcm:526-13782,0,08-28
19299,19695368,tcm:526-12167,0,09-26
8898,94301658,tcm:526-52560,0,02-27
79103,57477800,tcm:526-695181,0,07-24
20828,6022173,tcm:526-688510,1,05-30
4744,4589648,tcm:526-191289,0,06-26
6732,29370138,tcm:526-261006,1,01-30
50768,33399638,tcm:526-679101,0,04-25
740,77816729,tcm:526-244935,0,07-24
72439,52316037,tcm:526-653510,0,06-26
9192,48057319,tcm:526-12174,1,07-24
75954,78763613,tcm:526-153236,0,10-30
30086,1836219,tcm:526-239640,0,07-24
74029,30994140,tcm:526-249037,1,04-25
79236,49088250,tcm:526-16645,0,07-24
65620,74892057,tcm:526-695181,0,08-28
7784,21415256,tcm:526-653510,0,06-26
66702,21647533,tcm:526-12180,1,03-27
25544,30229272,tcm:526-12167,0,10-30
4272,96292476,tcm:526-244935,0,06-26
53746,28072314,tcm:526-244935,0,06-26
4929,74147321,tcm:526-418532,0,02-27
33144,58839997,tcm:526-40469,0,07-24
16876,54841031,tcm:526-674187,0,03-27
26295,78210452,tcm:526-346380,0,01-30
30210,57396076,tcm:526-654768,0,03-27
5091,55407397,tcm:526-52560,0,02-27
14147,3202598,tcm:526-12174,0,06-26
13745,39262533,tcm:526-782343,0,01-30
62700,21890591,tcm:526-679101,0,04-25
68307,39419955,tcm:526-231792,0,10-30
75182,23664233,tcm:526-784445,0,01-30
21831,37426802,tcm:526-12174,0,07-24
42979,75404459,tcm:526-12174,0,09-26
7029,63423394,tcm:526-12174,0,04-25
468,20320556,tcm:526-653510,0,05-30
64515,51972316,tcm:526-653510,0,05-30
48765,17439861,tcm:526-187302,0,02-27
51787,80292489,tcm:526-149043,0,06-26
40828,73576679,tcm:526-10838,0,09-26
37540,10117806,tcm:526-782343,0,01-30
51687,70642143,tcm:526-695181,0,07-24
29754,74362675,tcm:526-80807,0,03-27
45117,21160477,tcm:526-259315,0,10-30
64336,19578578,tcm:526-12174,0,10-30
22536,93914554,tcm:526-149043,0,05-30
65389,28658409,tcm:526-237984,0,06-26
38388,58125403,tcm:526-239640,0,07-24
23665,45384584,tcm:526-149043,0,07-24
64071,42107013,tcm:526-248966,0,10-30
74121,89736339,tcm:526-46242,0,05-30
578,24151170,tcm:526-261006,0,01-30
46295,28753495,tcm:526-204679,0,01-30
1078,74847840,tcm:526-782343,0,01-30
78323,2204339,tcm:526-12174,0,07-24
18604,68314101,tcm:526-208086,0,09-26
22939,73807277,tcm:526-679101,0,04-25
56191,97812819,tcm:526-199040,0,08-28
33,83152687,tcm:526-22867,0,09-26
3271,55952345,tcm:526-12180,0,03-27
53110,13413877,tcm:526-653510,0,07-24
70099,83457412,tcm:526-682379,0,06-26
41490,19579005,tcm:526-208086,0,09-26
24895,64153606,tcm:526-149043,0,07-24
52697,77127264,tcm:526-707527,0,09-26
24744,54746273,tcm:526-22867,0,09-26
6034,76106869,tcm:526-93195,1,04-25
25568,10309819,tcm:526-149043,1,07-24
78007,3841728,tcm:526-656536,0,04-25
36173,65376357,tcm:526-688510,0,05-30
36236,24516021,tcm:526-239640,0,08-28
71934,31171982,tcm:526-16645,0,07-24
39562,99722419,tcm:526-259315,0,10-30
45570,87205066,tcm:526-199040,0,08-28
77192,38739214,tcm:526-16645,0,06-26
61780,39035769,tcm:526-116442,0,05-30
49880,10475205,tcm:526-10849,0,09-26
70662,92783379,tcm:526-10838,1,08-28
76982,24204102,tcm:526-149043,0,07-24
73294,9371100,tcm:526-93195,1,04-25
48991,45003754,tcm:526-654768,0,03-27
1207,66966434,tcm:526-12174,0,08-28
45500,5607561,tcm:526-782343,0,04-25
54012,69147387,tcm:526-244935,0,06-26
34691,47871872,tcm:526-46242,0,05-30
39518,14491561,tcm:526-208086,0,06-26
32151,25111807,tcm:526-153236,0,10-30
42792,32375072,tcm:526-261006,0,01-30
64257,45246584,tcm:526-653510,1,05-30
39872,64920697,tcm:526-239640,0,07-24
34791,32240400,tcm:526-10838,0,08-28
51840,7357379,tcm:526-681575,1,03-27
58619,16099560,tcm:526-70899,1,04-25
16293,95398581,tcm:526-10838,0,09-26
46961,14200123,tcm:526-153236,0,10-30
23441,16097501,tcm:526-116442,0,05-30
55934,68148402,tcm:526-388698,0,04-25
23555,79974866,tcm:526-259315,0,10-30
70741,26849473,tcm:526-653510,0,06-26
13896,55919570,tcm:526-80807,0,03-27
15489,41490171,tcm:526-239640,0,07-24
9464,30848221,tcm:526-707527,0,09-26
29125,19118805,tcm:526-492865,0,02-27
29618,56990517,tcm:526-346380,0,01-30
74580,42710923,tcm:526-208086,1,06-26
52837,57779338,tcm:526-653510,0,06-26
57190,2853693,tcm:526-149043,0,05-30
48325,77533063,tcm:526-249037,1,04-25
71378,49258377,tcm:526-149043,0,07-24
18037,59660030,tcm:526-191289,0,06-26
15483,41490171,tcm:526-209028,1,01-30
9086,62005676,tcm:526-149043,0,05-30
54151,8779806,tcm:526-695181,1,08-28
53994,69147387,tcm:526-670542,0,03-27
18169,10876983,tcm:526-682379,0,06-26
24395,44365508,tcm:526-244935,0,06-26
56496,3598262,tcm:526-13782,0,08-28
52850,57779338,tcm:526-149043,0,05-30
36934,76235196,tcm:526-208086,0,03-27
54350,80405195,tcm:526-208086,1,06-26
67573,94949564,tcm:526-670542,0,03-27
35711,58996382,tcm:526-13782,0,07-24
29688,53067043,tcm:526-653510,0,07-24
29220,76442608,tcm:526-782343,0,01-30
61853,61029292,tcm:526-208086,0,03-27
48038,4632747,tcm:526-149043,0,06-26
63694,20992820,tcm:526-149043,1,05-30
58392,93560826,tcm:526-208086,0,03-27
65317,32353688,tcm:526-93195,1,04-25
8970,85279211,tcm:526-116442,0,09-26
42602,86547416,tcm:526-208086,0,10-30
47856,44368350,tcm:526-231792,0,10-30
53059,13413877,tcm:526-10838,0,09-26
28390,87452938,tcm:526-261006,1,01-30
17502,20039937,tcm:526-244935,0,06-26
49871,10475205,tcm:526-12167,0,10-30
79543,96738148,tcm:526-249921,0,02-27
61459,62056694,tcm:526-237984,0,06-26
75338,49483396,tcm:526-244935,0,07-24
36341,33672820,tcm:526-276414,0,02-27
57383,1857520,tcm:526-16645,0,05-30
48306,77533063,tcm:526-10838,0,09-26
33084,93240481,tcm:526-13782,0,08-28
55313,80870056,tcm:526-388698,0,04-25
6658,69178310,tcm:526-12174,0,04-25
3041,94962385,tcm:526-418532,0,02-27
79641,20887953,tcm:526-244935,1,06-26
13658,50153164,tcm:526-12174,0,05-30
11525,12488474,tcm:526-654768,0,03-27
36935,76235196,tcm:526-12180,0,03-27
54633,24409890,tcm:526-244935,0,07-24
45398,25784503,tcm:526-12167,0,09-26
47082,50550868,tcm:526-208086,0,09-26
353,21638664,tcm:526-149043,0,07-24
59063,34666197,tcm:526-116442,0,05-30
41673,27848118,tcm:526-551763,0,02-27
78091,51332454,tcm:526-670542,0,03-27
41836,50348513,tcm:526-16645,0,07-24
60578,75754754,tcm:526-655038,0,01-30
50901,53721562,tcm:526-258965,0,09-26
28852,88260415,tcm:526-261006,1,01-30
6935,59399862,tcm:526-208086,0,08-28
45795,35925333,tcm:526-695181,0,08-28
28632,32460052,tcm:526-782343,0,01-30
43900,19220501,tcm:526-208086,0,10-30
20576,60417315,tcm:526-782343,1,01-30
58256,58225431,tcm:526-12167,0,09-26
31141,59804902,tcm:526-209216,0,01-30
65553,73786710,tcm:526-239640,0,07-24
31915,64161485,tcm:526-228258,0,02-27
56148,9980799,tcm:526-16645,0,05-30
55142,71748204,tcm:526-93195,1,04-25
72282,2603927,tcm:526-13782,0,08-28
31349,34132491,tcm:526-149043,0,07-24
5858,28794745,tcm:526-782343,0,04-25
35287,54461564,tcm:526-116442,0,09-26
53715,28072314,tcm:526-10787,0,02-27
30410,34715593,tcm:526-153236,0,10-30
73419,79829481,tcm:526-209028,0,01-30
16254,85836952,tcm:526-208086,0,10-30
52777,6567408,tcm:526-682576,0,03-27
60931,48522181,tcm:526-674187,0,03-27
38487,84745535,tcm:526-208086,0,04-25
7188,76211060,tcm:526-10838,0,08-28
17061,78282752,tcm:526-191289,0,06-26
27998,46413784,tcm:526-208086,0,07-24
25035,17639664,tcm:526-12167,0,10-30
31508,61947775,tcm:526-16645,0,05-30
39284,77912622,tcm:526-224772,0,02-27
26974,69181837,tcm:526-551763,1,02-27
9961,98501471,tcm:526-684643,1,04-25
1638,37478512,tcm:526-654768,0,03-27
22634,92157303,tcm:526-231792,0,10-30
1842,36756635,tcm:526-149043,0,05-30
66510,83679709,tcm:526-418532,0,02-27
59216,54466011,tcm:526-346380,0,01-30
28733,13134971,tcm:526-12174,0,04-25
71663,91243393,tcm:526-208086,0,03-27
10646,89187702,tcm:526-16645,0,06-26
17589,78576320,tcm:526-695181,0,07-24
7830,40932350,tcm:526-204679,0,01-30
74245,64069272,tcm:526-10838,0,08-28
34976,93163651,tcm:526-388698,0,04-25
49847,10475205,tcm:526-93195,0,04-25
11798,69669303,tcm:526-12174,0,08-28
46843,894173,tcm:526-164352,0,05-30
61779,39035769,tcm:526-164352,0,05-30
61947,44841557,tcm:526-80807,0,03-27
32435,31265976,tcm:526-239640,0,07-24
531,80330542,tcm:526-93195,0,04-25
16813,94590770,tcm:526-707527,0,09-26
62212,44681278,tcm:526-249037,0,04-25
37177,21642285,tcm:526-707567,0,09-26
2293,96203156,tcm:526-653510,0,06-26
61063,59792171,tcm:526-10787,0,02-27
41059,1663367,tcm:526-10849,0,09-26
52207,80705264,tcm:526-12167,1,09-26
48599,29007256,tcm:526-388698,0,04-25
40288,37467115,tcm:526-684643,0,04-25
21773,25833349,tcm:526-237984,0,06-26
54019,69147387,tcm:526-13782,0,07-24
45844,35925333,tcm:526-22867,0,10-30
62577,2570506,tcm:526-388698,0,04-25
44134,90734909,tcm:526-653510,0,06-26
66348,26658080,tcm:526-208086,0,05-30
58906,72137232,tcm:526-782343,0,01-30
30902,40451263,tcm:526-10787,0,02-27
38486,84745535,tcm:526-679101,0,04-25
65457,6091671,tcm:526-259315,0,10-30
51807,80292489,tcm:526-153236,0,10-30
66443,44064854,tcm:526-492865,0,02-27
13236,32975618,tcm:526-492865,0,02-27
49978,67695988,tcm:526-116442,0,09-26
39193,10114720,tcm:526-261006,1,01-30
1487,60356270,tcm:526-244935,1,06-26
27018,94804282,tcm:526-237984,1,06-26
868,52856695,tcm:526-116442,0,05-30
4826,21809257,tcm:526-704480,0,08-28
23258,83344721,tcm:526-204679,0,01-30
72652,46755036,tcm:526-40469,0,07-24
43117,99627129,tcm:526-10838,0,08-28
68967,65518163,tcm:526-22867,0,08-28
80559,15613837,tcm:526-149043,0,06-26
14253,52751416,tcm:526-116442,0,08-28
26001,6503523,tcm:526-239640,1,07-24
21137,34391842,tcm:526-684643,1,04-25
55335,63355597,tcm:526-695181,0,08-28
36925,47235612,tcm:526-674187,0,03-27
40004,15889516,tcm:526-782343,0,04-25
25351,19315048,tcm:526-707527,1,09-26
15768,69440279,tcm:526-208086,1,04-25
33298,72193736,tcm:526-10838,0,09-26
33613,54947447,tcm:526-18025,0,10-30
45767,70364906,tcm:526-273898,0,01-30
50878,53721562,tcm:526-22867,0,08-28
21528,684630,tcm:526-237984,0,06-26
40273,37467115,tcm:526-682576,0,03-27
3184,13939207,tcm:526-670542,0,03-27
60539,75754754,tcm:526-149043,0,06-26
610,24151170,tcm:526-679101,0,04-25
14238,52751416,tcm:526-551763,1,02-27
9091,533542,tcm:526-70899,1,04-25
42499,57907566,tcm:526-199040,0,08-28
4092,97772825,tcm:526-782343,1,04-25
44644,95340972,tcm:526-237984,0,06-26
21513,684630,tcm:526-231792,0,10-30
3418,18058312,tcm:526-209028,1,01-30
17739,27153567,tcm:526-259315,0,10-30
46903,894173,tcm:526-682576,0,03-27
60159,62171918,tcm:526-682379,0,06-26
64183,99604510,tcm:526-12174,0,07-24
76361,63680941,tcm:526-681575,0,03-27
56745,99592074,tcm:526-231792,0,10-30
36239,24516021,tcm:526-16645,0,06-26
19694,63090872,tcm:526-674187,0,03-27
53831,18310510,tcm:526-231792,0,10-30
48516,2182320,tcm:526-208086,0,03-27
42473,3857212,tcm:526-784445,0,01-30
16884,54841031,tcm:526-22867,0,10-30
51458,59778240,tcm:526-208086,0,10-30
30296,1842950,tcm:526-10838,0,09-26
71524,67422918,tcm:526-385364,0,01-30
7859,40932350,tcm:526-116442,0,05-30
61696,25659081,tcm:526-149043,0,05-30
38758,76414346,tcm:526-784445,0,01-30
41772,50348513,tcm:526-208086,0,09-26
546,80330542,tcm:526-208086,1,05-30
32909,62585640,tcm:526-239640,0,08-28
50276,75820796,tcm:526-208086,0,09-26
71068,44770687,tcm:526-116442,0,08-28
53874,17945132,tcm:526-681575,0,03-27
2930,7240042,tcm:526-346380,1,01-30
15502,41490171,tcm:526-93195,0,04-25
69870,28892724,tcm:526-93195,0,05-30
5262,36912302,tcm:526-695181,0,08-28
43130,99627129,tcm:526-18025,0,10-30
16125,18752276,tcm:526-13782,0,07-24
5538,65235407,tcm:526-244935,1,06-26
25704,16282513,tcm:526-712788,0,06-26
2780,29250674,tcm:526-688510,1,05-30
14265,52751416,tcm:526-682576,0,03-27
49341,9696139,tcm:526-164352,0,05-30
17859,96458495,tcm:526-208086,0,08-28
62918,26442530,tcm:526-653510,0,05-30
61282,81582489,tcm:526-707567,0,09-26
39418,59427824,tcm:526-52560,0,02-27
78617,31712138,tcm:526-208086,1,09-26
75430,77221140,tcm:526-385364,0,01-30
56701,99592074,tcm:526-239640,0,08-28
69184,48473068,tcm:526-418532,0,03-27
1756,19695842,tcm:526-208086,1,04-25
37558,10117806,tcm:526-259315,0,10-30
79831,95341607,tcm:526-249921,0,02-27
78179,82748107,tcm:526-187302,0,02-27
18211,746178,tcm:526-707527,0,09-26
57354,49161178,tcm:526-204679,0,01-30
58726,25651523,tcm:526-13782,0,07-24
65689,65908968,tcm:526-208086,0,10-30
34841,32240400,tcm:526-679101,0,04-25
43320,65618789,tcm:526-670542,0,03-27
69058,33776858,tcm:526-276414,0,02-27
30549,83584721,tcm:526-70899,0,04-25
30813,68235149,tcm:526-164352,0,05-30
78730,85770420,tcm:526-418532,1,02-27
45303,83913289,tcm:526-346380,0,01-30
71856,42147170,tcm:526-259315,0,10-30
8627,15448959,tcm:526-93195,1,04-25
42359,75667100,tcm:526-712788,0,06-26
2253,33801571,tcm:526-12174,0,04-25
66748,91554674,tcm:526-418532,0,02-27
18667,98943563,tcm:526-249037,1,04-25
61687,25659081,tcm:526-208086,0,07-24
23468,81557882,tcm:526-208086,0,07-24
76353,63680941,tcm:526-16645,0,07-24
56330,69491376,tcm:526-704480,0,08-28
62694,21890591,tcm:526-248966,0,10-30
24492,8868046,tcm:526-704480,0,08-28
33088,93240481,tcm:526-208086,0,08-28
31230,96097009,tcm:526-208086,0,04-25
1658,37478512,tcm:526-248966,0,10-30
24827,64153606,tcm:526-259315,0,10-30
27152,46224161,tcm:526-784445,0,01-30
31658,7174105,tcm:526-10849,0,09-26
55096,71748204,tcm:526-674187,0,03-27
48618,29007256,tcm:526-12174,0,06-26
7049,63423394,tcm:526-670542,0,03-27
65214,7043201,tcm:526-209216,0,01-30
34236,61258577,tcm:526-688510,1,05-30
24598,58747817,tcm:526-653510,0,07-24
30182,34021775,tcm:526-670542,0,03-27
45977,86695578,tcm:526-276414,1,02-27
43393,5554141,tcm:526-681575,0,03-27
49380,55015904,tcm:526-208086,0,03-27
70881,90523021,tcm:526-22867,0,09-26
